sifra proizvoda,naziv proizvoda,sifra sirovine,naziv sirovine,jedinica mjere sirovine,količina,jedinica mjere,dužina,širina,visina,komada,kantiranje
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.00302,,,,,,
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
309,LORD 180X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.00016,,,,,,
309,LORD 180X200 krevet + madrac,505,Džepičasto jezgro 164x184x18 (65.180.4.180.00.0.0000) 27x29,kom,1,,,,,,
309,LORD 180X200 krevet + madrac,498,Filc 900 gr,kg,2.153,,,,,,
309,Lord 180x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,2.457,,189,130,,1,
309,Lord 180x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0,,130,,,2,
309,LORD 180X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
309,LORD 180X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
309,LORD 180X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
309,LORD 180X200 krevet + madrac,32,Klamerica 380/10 delta 10.000/1 M,milla,0.3,,,,,,
309,LORD 180X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
309,LORD 180X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.3,,,,,,
309,LORD 180X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.1,,,,,,
309,LORD 180X200 krevet + madrac,387,Leptir matica M8 PVC,kom,2,,,,,,
309,LORD 180X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,1.995,,,,,,
309,LORD 180X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.25,,,,,,
309,LORD 180X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.06,,,,,,
309,LORD 180X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.7,,,,,,
309,LORD 180X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.12,,,,,,
309,LORD 180X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.12,,,,,,
309,LORD 180X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
309,LORD 180X200 krevet + madrac,756,M. Vijak din 965 6x20,kom,8,,,,,,
309,LORD 180X200 krevet + madrac,424,Madrac platno  50021973 (280 gr) AT,m,4.1,,,,,,
309,LORD 180X200 krevet + madrac,520,Madrac platno 280 gr 50022324,m,2.6,,,,,,
309,LORD 180X200 krevet + madrac,384,Makaze za bazu,set,2,,,,,,
309,LORD 180X200 krevet + madrac,874,Najlon za pakovanje baze 90x16+16x245 100 mic,kom ,2,,,,,,
309,LORD 180X200 krevet + madrac,870,Najlon za pakovanje madraca 180x15+15x240 100mic,kom ,1,,,,,,
309,LORD 180X200 krevet + madrac,876,Najlon za pakovanje uzglavlja 190x8+8x150 100 mic,kom ,1,,,,,,
309,LORD 180X200 krevet + madrac,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
309,LORD 180X200 krevet + madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,24,,,,,,
309,LORD 180X200 krevet + madrac,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
309,LORD 180X200 krevet + madrac,90,"Podloška DIN 9021, M8",kom,2,,,,,,
309,LORD 180X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.722,,,,,,
309,LORD 180X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.1,,,,,,
309,LORD 180X200 krevet + madrac,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,2.2568,,,,,,
309,LORD 180X200 krevet + madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,8.6,,,,,,
309,LORD 180X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
309,LORD 180X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
309,Lord 180x200,302,S-20,kg,1.344,Uzglavlje,192,70,5,1,
309,Lord 180x200,302,S-20,kg,1.21104,Madrac,174,174,2,1,
309,Lord 180x200,302,S-20,kg,0.468,Uzglavlje,130,45,4,2,
309,Lord 180x200,302,S-20,kg,0.39552,Baza ,206,96,1,2,
309,Lord 180x200,302,S-20,kg,0.0861,Baza ,205,21,1,2,
309,Lord 180x200,302,S-20,kg,0.0399,Baza ,95,21,1,2,
309,LORD 180X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
309,LORD 180X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
309,Lord 180x200,303,Spužva VA 4015 SP,kg,2.73,Madrac,195,175,2,1,
309,Lord 180x200,232,Spužva VH 2538 SP,kg,2.559375,Madrac,195,175,3,1,
309,Lord 180x200,232,Spužva VH 2538 SP,kg,1.7622,Madrac,198,178,2,2,
309,Lord 180x200,232,Spužva VH 2538 SP,kg,0.51975,Madrac,198,15,7,2,
309,Lord 180x200,232,Spužva VH 2538 SP,kg,0.4305,Madrac,164,15,7,2,
309,LORD 180X200 krevet + madrac,31,Streč folija 23my 5kg,rol,0.0519,,,,,,
309,LORD 180X200 krevet + madrac,121,Štof Camel 102,m,3.4,,,,,,
309,LORD 180X200 krevet + madrac,121,Štof Camel 102,m,3,,,,,,
309,LORD 180X200 krevet + madrac,121,Štof Camel 102,m,2.7,,,,,,
309,LORD 180X200 krevet + madrac,513,Termo vata (filc) 100 gr (210) A,kg,0.621,,,,,,
309,LORD 180X200 krevet + madrac,55,Termo vata 200g/210 cm AK,kg,0.861,,,,,,
309,LORD 180X200 krevet + madrac,102,Termo vata 300g/210 cm AK,kg,1.3,,,,,,
309,LORD 180X200 krevet + madrac,226,Torban vijak M6x100 cink T,kom,2,,,,,,
309,LORD 180X200 krevet + madrac,83,Unit Matica M6x9 T,kom,8,,,,,,
309,LORD 180X200 krevet + madrac,39,Unit Matica M8x11 T,kom,16,,,,,,
309,LORD 180X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
309,LORD 180X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,2,,,,,,
309,LORD 180X200 krevet + madrac,231,"Vijak DIN 933-8.8, M8x40 - cink T",kom,2,,,,,,
310,LORD 160X200 krevet + madrac,54,Amortizer 750,kom,4,,,,,,
310,Grand 160x200,858,Bijela iverica 16mm,m2,0.28804,,75.8,19,,2,0
310,Lery 120X200,858,Bijela iverica 16mm,m2,0.9552,,199,24,,2,0
310,Luis 180x200,858,Bijela iverica 16mm,m2,0.7562,,199,19,,2,0
310,Luis 180x200,858,Bijela iverica 16mm,m2,0.32604,,85.8,19,,2,0
310,Lord 160x200,37,Bijeli lesonit 3mm,m2,3.1442,,199,79,,2,
310,LORD 160X200 krevet + madrac,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.1,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0149,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0075675,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0027,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
310,LORD 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0002,,,,,,
310,LORD 160X200 krevet + madrac,504,Džepičasto jezgro 164x184x15(65.150.4.180.00.0.0000) 27x29,kom,1,,,,,,
310,LORD 160X200 krevet + madrac,498,Filc 900 gr,kg,1.9425,,,,,,
310,Lord 160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,2.197,,169,130,,1,
310,Lord 160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0,,130,,,2,
310,LORD 160X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
310,LORD 160X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
310,LORD 160X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
310,LORD 160X200 krevet + madrac,32,Klamerica 380/10 delta 10.000/1 M,milla,0.3,,,,,,
310,LORD 160X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.35,,,,,,
310,LORD 160X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.3,,,,,,
310,LORD 160X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.1,,,,,,
310,LORD 160X200 krevet + madrac,387,Leptir matica M8 PVC,kom,2,,,,,,
310,LORD 160X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,3.1442,,,,,,
310,LORD 160X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,1.785,,,,,,
310,LORD 160X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.2,,,,,,
310,LORD 160X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.05,,,,,,
310,LORD 160X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.6,,,,,,
310,LORD 160X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
310,LORD 160X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
310,LORD 160X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
310,LORD 160X200 krevet + madrac,756,M. Vijak din 965 6x20,kom,8,,,,,,
310,LORD 160X200 krevet + madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.5,,,,,,
310,LORD 160X200 krevet + madrac,520,Madrac platno 280 gr 50022324,m,3.7,,,,,,
310,LORD 160X200 krevet + madrac,384,Makaze za bazu,set,2,,,,,,
310,LORD 160X200 krevet + madrac,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
310,LORD 160X200 krevet + madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
310,LORD 160X200 krevet + madrac,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,kom ,1,,,,,,
310,LORD 160X200 krevet + madrac,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
310,LORD 160X200 krevet + madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,24,,,,,,
310,LORD 160X200 krevet + madrac,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
310,LORD 160X200 krevet + madrac,90,"Podloška DIN 9021, M8",kom,2,,,,,,
310,LORD 160X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.554,,,,,,
310,LORD 160X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.064,,,,,,
310,LORD 160X200 krevet + madrac,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,2.2568,,,,,,
310,LORD 160X200 krevet + madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,7.77,,,,,,
310,LORD 160X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
310,LORD 160X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
310,Lord 160x200,302,S-20,kg,1.204,Uzglavlje,172,70,5,1,
310,Lord 160x200,302,S-20,kg,0.468,Uzglavlje,130,45,4,2,
310,Lord 160x200,302,S-20,kg,0.35432,Baza ,206,86,1,2,
310,Lord 160x200,302,S-20,kg,0.0861,Baza ,205,21,1,2,
310,Lord 160x200,302,S-20,kg,0.0357,Baza ,85,21,1,2,
310,LORD 160X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
310,LORD 160X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
310,Lord 160x200,303,Spužva VA 4015 SP,kg,2.418,Madrac,195,155,2,1,
310,Lord 160x200,232,Spužva VH 2538 SP,kg,2.266875,Madrac,195,155,3,1,
310,Lord 160x200,232,Spužva VH 2538 SP,kg,1.5642,Madrac,198,158,2,2,
310,Lord 160x200,232,Spužva VH 2538 SP,kg,1.3398,Madrac,174,154,2,1,
310,Lord 160x200,232,Spužva VH 2538 SP,kg,0.51975,Madrac,198,15,7,2,
310,Lord 160x200,232,Spužva VH 2538 SP,kg,0.378,Madrac,144,15,7,2,
310,LORD 160X200 krevet + madrac,31,Streč folija 23my 5kg,rol,0.0371,,,,,,
310,LORD 160X200 krevet + madrac,121,Štof Camel 102,m,3.2,,,,,,
310,LORD 160X200 krevet + madrac,121,Štof Camel 102,m,2.8,,,,,,
310,LORD 160X200 krevet + madrac,121,Štof Camel 102,m,2.5,,,,,,
310,LORD 160X200 krevet + madrac,513,Termo vata (filc) 100 gr (210) A,kg,0.567,,,,,,
310,LORD 160X200 krevet + madrac,55,Termo vata 200g/210 cm AK,kg,0.777,,,,,,
310,LORD 160X200 krevet + madrac,102,Termo vata 300g/210 cm AK,kg,1.1655,,,,,,
310,LORD 160X200 krevet + madrac,226,Torban vijak M6x100 cink T,kom,2,,,,,,
310,LORD 160X200 krevet + madrac,83,Unit Matica M6x9 T,kom,16,,,,,,
310,LORD 160X200 krevet + madrac,83,Unit Matica M6x9 T,kom,8,,,,,,
310,LORD 160X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
310,LORD 160X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,2,,,,,,
310,LORD 160X200 krevet + madrac,231,"Vijak DIN 933-8.8, M8x40 - cink T",kom,2,,,,,,
311,WALL 140X200 madrac,503,Džepičasto jezgro 144x184x18 (65.180.4.180.00.0.0000) 24x29,kom,1,,,,,,
311,WALL 140X200 madrac,498,Filc 900 gr,kg,1.7325,,,,,,
311,WALL 140X200 madrac,398,Ljepilo za spužvu,kg,0.5,,,,,,
311,WALL 140X200 madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.44,,,,,,
311,WALL 140X200 madrac,520,Madrac platno 280 gr 50022324,m,3.3,,,,,,
311,WALL 140X200 madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
311,WALL 140X200 madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,21.6,,,,,,
311,WALL 140X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.386,,,,,,
311,WALL 140X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1,,,,,,
311,WALL 140X200 madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.93,,,,,,
311,WALL 140X200 madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
311,WALL 140X200 madrac,303,Spužva VA 4015 SP,kg,2.6325,,,,,,
311,WALL 140X200 madrac,232,Spužva VH 2538 SP,kg,3.36,,,,,,
311,WALL 140X200 madrac,232,Spužva VH 2538 SP,kg,2.3693,,,,,,
311,WALL 140X200 madrac,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
311,WALL 140X200 madrac,232,Spužva VH 2538 SP,kg,0.882,,,,,,
311,WALL 140X200 madrac,232,Spužva VH 2538 SP,kg,0.5829,,,,,,
311,WALL 140X200 madrac,55,Termo vata 200g/210 cm AK,kg,0.693,,,,,,
311,WALL 140X200 madrac,102,Termo vata 300g/210 cm AK,kg,1.0395,,,,,,
312,WALL 120X200 madrac,503,Džepičasto jezgro 144x184x18 (65.180.4.180.00.0.0000) 24x29,kom,1,,,,,,
312,WALL 120X200 madrac,498,Filc 900 gr,kg,1.5225,,,,,,
312,WALL 120X200 madrac,398,Ljepilo za spužvu,kg,0.45,,,,,,
312,WALL 120X200 madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.9,,,,,,
312,WALL 120X200 madrac,520,Madrac platno 280 gr 50022324,m,2.29,,,,,,
312,WALL 120X200 madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
312,WALL 120X200 madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,20.3,,,,,,
312,WALL 120X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.218,,,,,,
312,WALL 120X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,0.9,,,,,,
312,WALL 120X200 madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.1,,,,,,
312,WALL 120X200 madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
312,WALL 120X200 madrac,303,Spužva VA 4015 SP,kg,2.2425,,,,,,
312,WALL 120X200 madrac,232,Spužva VH 2538 SP,kg,2.88,,,,,,
312,WALL 120X200 madrac,232,Spužva VH 2538 SP,kg,2.0183,,,,,,
312,WALL 120X200 madrac,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
312,WALL 120X200 madrac,232,Spužva VH 2538 SP,kg,0.756,,,,,,
312,WALL 120X200 madrac,232,Spužva VH 2538 SP,kg,0.4959,,,,,,
312,WALL 120X200 madrac,55,Termo vata 200g/210 cm AK,kg,0.61,,,,,,
312,WALL 120X200 madrac,102,Termo vata 300g/210 cm AK,kg,0.9135,,,,,,
313,AGRO 160X200 madrac,504,Džepičasto jezgro 164x184x15(65.150.4.180.00.0.0000) 27x29,kom,1,,,,,,
313,AGRO 160X200 madrac,498,Filc 900 gr,kg,1.9425,,,,,,
313,AGRO 160X200 madrac,398,Ljepilo za spužvu,kg,0.6,,,,,,
313,AGRO 160X200 madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.5,,,,,,
313,AGRO 160X200 madrac,520,Madrac platno 280 gr 50022324,m,3.7,,,,,,
313,AGRO 160X200 madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
313,AGRO 160X200 madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,24,,,,,,
313,AGRO 160X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.554,,,,,,
313,AGRO 160X200 madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.064,,,,,,
313,AGRO 160X200 madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,7.77,,,,,,
313,AGRO 160X200 madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
313,AGRO 160X200 madrac,303,Spužva VA 4015 SP,kg,3.0225,,,,,,
313,AGRO 160X200 madrac,232,Spužva VH 2538 SP,kg,3.84,,,,,,
313,AGRO 160X200 madrac,232,Spužva VH 2538 SP,kg,2.7203,,,,,,
313,AGRO 160X200 madrac,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
313,AGRO 160X200 madrac,232,Spužva VH 2538 SP,kg,1.008,,,,,,
313,AGRO 160X200 madrac,232,Spužva VH 2538 SP,kg,0.6699,,,,,,
313,AGRO 160X200 madrac,55,Termo vata 200g/210 cm AK,kg,0.777,,,,,,
313,AGRO 160X200 madrac,102,Termo vata 300g/210 cm AK,kg,1.1655,,,,,,
314,ALINA 200X200 krevet,54,Amortizer 750,kom,4,,,,,,
314,ALINA 200X200 krevet,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.1,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.01696,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.00864,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.004209,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.00302,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
314,ALINA 200X200 krevet,809,"Daska 24mm - 3m, suha#",m3,0.00016,,,,,,
314,ALINA 200X200 krevet,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.6538,,,,,,
314,ALINA 200X200 krevet,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.152,,,,,,
314,ALINA 200X200 krevet,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.10944,,,,,,
314,ALINA 200X200 krevet,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.098,,,,,,
314,ALINA 200X200 krevet,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.043,,,,,,
314,ALINA 200X200 krevet,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
314,ALINA 200X200 krevet,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
314,ALINA 200X200 krevet,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.46332,,,,,,
314,ALINA 200X200 krevet,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.46332,,,,,,
314,ALINA 200X200 krevet,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
314,ALINA 200X200 krevet,34,KLAMERICA 14/35 PAK 10000/1,milla,0.3,,,,,,
314,ALINA 200X200 krevet,34,KLAMERICA 14/35 PAK 10000/1,milla,0.1,,,,,,
314,ALINA 200X200 krevet,32,Klamerica 380/10 delta 10.000/1 M,milla,0.3,,,,,,
314,ALINA 200X200 krevet,387,Leptir matica M8 PVC,kom,2,,,,,,
314,ALINA 200X200 krevet,37,Lesonit bijeli 3 mm B,m2,3.1521,,,,,,
314,ALINA 200X200 krevet,41,"Lesonit sirovi 2,8x2,07 B",m2,1.995,,,,,,
314,ALINA 200X200 krevet,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.25,,,,,,
314,ALINA 200X200 krevet,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.06,,,,,,
314,ALINA 200X200 krevet,398,Ljepilo za spužvu,kg,0.12,,,,,,
314,ALINA 200X200 krevet,398,Ljepilo za spužvu,kg,0.12,,,,,,
314,ALINA 200X200 krevet,398,Ljepilo za spužvu,kg,0.1,,,,,,
314,ALINA 200X200 krevet,756,M. Vijak din 965 6x20,kom,8,,,,,,
314,ALINA 200X200 krevet,384,Makaze za bazu,set,2,,,,,,
314,ALINA 200X200 krevet,874,Najlon za pakovanje baze 90x16+16x245 100 mic,kom ,1,,,,,,
314,ALINA 200X200 krevet,876,Najlon za pakovanje uzglavlja 190x8+8x150 100 mic,kom ,1,,,,,,
314,ALINA 200X200 krevet,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
314,ALINA 200X200 krevet,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
314,ALINA 200X200 krevet,90,"Podloška DIN 9021, M8",kom,2,,,,,,
314,ALINA 200X200 krevet,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,2.2568,,,,,,
314,ALINA 200X200 krevet,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
314,ALINA 200X200 krevet,794,"Reteks 70/60gr, 160 cm crni", m2,2,,,,,,
314,ALINA 200X200 krevet,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
314,ALINA 200X200 krevet,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
314,ALINA 200X200 krevet,302,Spužva VH 2130 SP,kg,1.24,,,,,,
314,ALINA 200X200 krevet,302,Spužva VH 2130 SP,kg,0.792,,,,,,
314,ALINA 200X200 krevet,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
314,ALINA 200X200 krevet,302,Spužva VH 2130 SP,kg,0.1064,,,,,,
314,ALINA 200X200 krevet,31,Streč folija 23my 5kg,rol,0.0519,,,,,,
314,ALINA 200X200 krevet,121,Štof Camel 102,m,3.4,,,,,,
314,ALINA 200X200 krevet,121,Štof Camel 102,m,3,,,,,,
314,ALINA 200X200 krevet,121,Štof Camel 102,m,2.7,,,,,,
314,ALINA 200X200 krevet,513,Termo vata (filc) 100 gr (210) A,kg,0.621,,,,,,
314,ALINA 200X200 krevet,226,Torban vijak M6x100 cink T,kom,2,,,,,,
314,ALINA 200X200 krevet,83,Unit Matica M6x9 T,kom,8,,,,,,
314,ALINA 200X200 krevet,39,Unit Matica M8x11 T,kom,16,,,,,,
314,ALINA 200X200 krevet,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
314,ALINA 200X200 krevet,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,2,,,,,,
314,ALINA 200X200 krevet,231,"Vijak DIN 933-8.8, M8x40 - cink T",kom,2,,,,,,
315,Alina 180X200,858,Bijela iverica 16mm,m2,1.0746,,199,27,,2,0
315,KRK 160X200,858,Bijela iverica 16mm,m2,0.7562,,199,19,,2,0
315,KRK 160X200,858,Bijela iverica 16mm,m2,0.28804,,75.8,19,,2,0
315,Lery 120X200,858,Bijela iverica 16mm,m2,0.27792,,115.8,24,,1,0
315,Atlas  160x200,37,Bijeli lesonit 3mm,m2,3.1442,,199,79,,2,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0149,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0075675,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0027,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
315,ATLAS 160X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0002,,,,,,
315, Atlas 160x200,281,HR 35,kg,3.28482,Madrac,198,158,3,1,
315,Atlas  160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,1.079,,166,65,,1,
315,Atlas  160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.5838,,166.8,35,,1,
315,Atlas  160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.272,,170,8,,2,
315,Atlas  160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.21888,,136.8,8,,2,
315,Atlas  160x200,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.083,,166,5,,1,
