sifra proizvoda,naziv proizvoda,sifra sirovine,naziv sirovine,jedinica mjere sirovine,količina,jedinica mjere,dužina,širina,visina,komada,kantiranje
664,BONITA 140X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,2.7462,,,,,,
664,BONITA 140X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,1.575,,,,,,
664,BONITA 140X200 krevet + madrac,303,Spužva VA 4015 SP,kg,2.6325,,,,,,
664,BONITA 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,1.026,,,,,,
664,BONITA 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.704,,,,,,
664,BONITA 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
664,BONITA 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,3.36,,,,,,
664,BONITA 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,2.3693,,,,,,
664,BONITA 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.882,,,,,,
664,BONITA 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.5829,,,,,,
664,BONITA 140X200,13,Paspul Traka-Opšivna traka 40mm ,m,21.6,Madrac,,,,,
664,BONITA 140X200,31,Streč folija 23my 5kg,rol,0.03706449222,Korpus(baza),,,,,
664,BONITA 140X200,32,Klamerica 380/10 delta,milla,0.27,Uzglavlje,,,,,
664,BONITA 140X200,33,Klamerica 380/14,milla,0.27,Sijeda,,,,,
664,BONITA 140X200,33,Klamerica 380/14 B,milla,0.09,Uzglavlje,,,,,
664,BONITA 140X200,33,Klamerica 380/14 B,milla,0.315,Korpus(baza),,,,,
664,BONITA 140X200,34,Klamerica 14/35,milla,0.09,Korpus(baza),,,,,
664,BONITA 140X200,34,Klamerica 14/35,milla,0.27,Sijeda,,,,,
664,BONITA 140X200,34,Klamerice 14/35,milla,0.27,Uzglavlje,,,,,
664,BONITA 140X200,39,Unit Matica,kom,8,Sijeda,,,,,
664,BONITA 140X200,54,Amortizer 750 S,kom,4,Korpus(baza),,,,,
664,BONITA 140X200,55,Termo vata 200 gr,kg,0.693,Madrac,210,165,0.2,1,
664,BONITA 140X200,64,Čičak 20mm 25m ,m,0.09,Uzglavlje,,,,,
664,BONITA 140X200,65,"Reteks 120 gr, 200 cm Art, Stichpond",m2,2.03112,Sijeda,182,62,,1.8,
664,BONITA 140X200,83,Unit Matica M6 ili M8 ,kom,16,Korpus(baza),,,,,
664,BONITA 140X200,86,Ljepilo za drvo Vinavil 2252 ,kg,0.2,Sijeda,,,,,
664,BONITA 140X200,86,Ljepilo za drvo Vinavil 2252  ,kg,0.05,Uzglavlje,,,,,
664,BONITA 140X200,88,Reteks 14 gr 210 ,m2,6.93,Madrac,210,165,,2,
664,BONITA 140X200,90,Podloška M8,kom,2,Uzglavlje,,,,,
664,BONITA 140X200,220,Srivena štelujuća nogica 13 cm - Crna,,6,Korpus(baza),,,,,
664,BONITA 140X200,226,Torban vijak M6x100 cink T,kom,2,Korpus(baza),,,,,
664,BONITA 140X200,231,"Vijak DIN 933-8.8, M8x40 ",kom,2,Uzglavlje,,,,,
664,BONITA 140X200,246,Podloška M6,kom,2,Korpus(baza),,,,,
664,BONITA 140X200,384,Mehanizam - Škara Sanduk srednji EXSAN -Makaze ,par,2,Korpus(baza),,,,,
664,BONITA 140X200,387,Leptir matica,kom,2,Uzglavlje,,,,,
664,BONITA 140X200,389,Vijak mašinski 6x20,kom,8,Korpus(baza),,,,,
664,BONITA 140X200,398,Ljepilo intercoll 1718 1/170 S,kg,0.09,Sijeda,,,,,
664,BONITA 140X200,398,Ljepilo intercoll 1718 1/170 S,kg,0.1,Korpus(baza),,,,,
664,BONITA 140X200,398,Ljepilo intercoll 1718 1/170 S,kg,0.1,Uzglavlje,,,,,
664,BONITA 140X200,398,Ljepilo intercoll 1718 1/170 S,kg,0.5,Madrac,,,,,
664,BONITA 140X200,498,Filc tvrdi 500 gr/m 210x2500,kg,1.7325,Madrac,210,165,0.5,1,
664,BONITA 140X200,503,Džepičasto jezgro 188x128x14 ,kom,1,Madrac,,,,,
664,BONITA 140X200,520,Platno za madrace J49 280 gr. JT,m,3.3,Madrac,,,,2,
664,BONITA 140X200,543,Nogica 8030 BLACK 13 cm B,KOM,2,Korpus(baza),,,,,
664,BONITA 140X200,569,Ljepljiva traka 48x66 ,kom,0.2222222222,Madrac,,,,,
664,BONITA 140X200,569,Ljepljiva traka 48x66 ,kom,0.1,Uzglavlje,,,,,
664,BONITA 140X200,594,Leptir matica M6,kom,2,Korpus(baza),,,,,
664,BONITA 140X200,611,Štof HELENA,m,2.25,Sijeda,,,,,
664,BONITA 140X200,611,Štof HELENA,m,2.52,Korpus(baza),,,,,
664,BONITA 140X200,611,Štof HELENA,m,2.88,Uzglavlje,,,,,
664,BONITA 140X200,611,Štof okolica HELENA,m,2.44,Madrac,,,,,
664,BONITA 140X200,794,"Retex 70gr/m 1,6m ",m,1.8,Uzglavlje,1.6,2,,,
664,BONITA 140X200,857,Termo vata ,kg,0.513,Uzglavlje,219,90,0.3,1,
664,BONITA 140X200,857,Termo vata 300 gr,kg,1.0395,Madrac,210,165,0.3,1,
664,BONITA 140X200,953,Retex 70 gr/m ,m,1.8,Sijeda,2.1,100,,,
664,BONITA 140X200,1132,Valoviti karton_Bigovana trakica troslojna,kom,2,Uzglavlje,,,,,
664,BONITA 140X200,1132,Valoviti karton_Bigovana trakica troslojna,kom,4,Korpus(baza),,,,,
665,CANNES 120X200 krevet + madrac,54,Amortizer 750,kom,2,,,,,,
665,CANNES 120X200 krevet + madrac,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.81,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.012,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0056,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0029,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.002,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
665,CANNES 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0002,,,,,,
665,CANNES 120X200 krevet + madrac,504,Džepičasto jezgro 164x184x15(65.150.4.180.00.0.0000) 27x29,kom,1,,,,,,
665,CANNES 120X200 krevet + madrac,498,Filc 900 gr,kg,1.5225,,,,,,
665,CANNES 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.4438,,,,,,
665,CANNES 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.021888,,,,,,
665,CANNES 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0208,,,,,,
665,CANNES 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.005825,,,,,,
665,CANNES 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
665,CANNES 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
665,CANNES 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3146,,,,,,
665,CANNES 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3146,,,,,,
665,CANNES 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.24,,,,,,
665,CANNES 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.24,,,,,,
665,CANNES 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.081,,,,,,
665,CANNES 120X200 krevet + madrac,32,Klamerica 380/10 delta 10.000/1 M,milla,0.24,,,,,,
665,CANNES 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.81,,,,,,
665,CANNES 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.28,,,,,,
665,CANNES 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.24,,,,,,
665,CANNES 120X200 krevet + madrac,387,Leptir matica M8 PVC,kom,2,,,,,,
665,CANNES 120X200 krevet + madrac,37,Lesonit bijeli 3 mm B,m2,2.324,,,,,,
665,CANNES 120X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,2.1384,,,,,,
665,CANNES 120X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.2,,,,,,
665,CANNES 120X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.05,,,,,,
665,CANNES 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.45,,,,,,
665,CANNES 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
665,CANNES 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
665,CANNES 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.08,,,,,,
665,CANNES 120X200 krevet + madrac,756,M. Vijak din 965 6x20,kom,8,,,,,,
665,CANNES 120X200 krevet + madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.9,,,,,,
665,CANNES 120X200 krevet + madrac,520,Madrac platno 280 gr 50022324,m,2.29,,,,,,
665,CANNES 120X200 krevet + madrac,384,Makaze za bazu,set,1,,,,,,
665,CANNES 120X200 krevet + madrac,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
665,CANNES 120X200 krevet + madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
665,CANNES 120X200 krevet + madrac,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,kom ,1,,,,,,
665,CANNES 120X200 krevet + madrac,51,Nogica 8030 BLACK 13 cm B,kom,6,,,,,,
665,CANNES 120X200 krevet + madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,20.3,,,,,,
665,CANNES 120X200 krevet + madrac,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
665,CANNES 120X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.218,,,,,,
665,CANNES 120X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,0.9,,,,,,
665,CANNES 120X200 krevet + madrac,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,1.828,,,,,,
665,CANNES 120X200 krevet + madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.09,,,,,,
665,CANNES 120X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.62,,,,,,
665,CANNES 120X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.62,,,,,,
665,CANNES 120X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
665,CANNES 120X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
665,CANNES 120X200 krevet + madrac,303,Spužva VA 4015 SP,kg,2.2425,,,,,,
665,CANNES 120X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.918,,,,,,
665,CANNES 120X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.572,,,,,,
665,CANNES 120X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
665,CANNES 120X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.0033,,,,,,
665,CANNES 120X200 krevet + madrac,232,Spužva VH 2538 SP,kg,2.88,,,,,,
665,CANNES 120X200 krevet + madrac,232,Spužva VH 2538 SP,kg,2.0183,,,,,,
665,CANNES 120X200 krevet + madrac,232,Spužva VH 2538 SP,kg,1.1718,,,,,,
665,CANNES 120X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.756,,,,,,
665,CANNES 120X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.4959,,,,,,
665,CANNES 120X200 krevet + madrac,31,Streč folija 23my 5kg,rol,0.0371,,,,,,
665,CANNES 120X200 krevet + madrac,121,Štof Camel 102,m,2.59,,,,,,
665,CANNES 120X200 krevet + madrac,121,Štof Camel 102,m,2.268,,,,,,
665,CANNES 120X200 krevet + madrac,121,Štof Camel 102,m,2.025,,,,,,
665,CANNES 120X200 krevet + madrac,513,Termo vata (filc) 100 gr (210) A,kg,0.459,,,,,,
665,CANNES 120X200 krevet + madrac,55,Termo vata 200g/210 cm AK,kg,0.0609,,,,,,
665,CANNES 120X200 krevet + madrac,102,Termo vata 300g/210 cm AK,kg,0.9135,,,,,,
665,CANNES 120X200 krevet + madrac,226,Torban vijak M6x100 cink T,kom,2,,,,,,
665,CANNES 120X200 krevet + madrac,83,Unit Matica M6x9 T,kom,16,,,,,,
665,CANNES 120X200 krevet + madrac,83,Unit Matica M6x9 T,kom,8,,,,,,
665,CANNES 120X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
665,CANNES 120X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,2,,,,,,
665,CANNES 120X200 krevet + madrac,231,"Vijak DIN 933-8.8, M8x40 - cink T",kom,2,,,,,,
666,CANNES 140X200 krevet + madrac,54,Amortizer 750,kom,4,,,,,,
666,CANNES 140X200 krevet + madrac,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.09,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.023,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0128,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0066,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0033,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
666,CANNES 140X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0002,,,,,,
666,CANNES 140X200 krevet + madrac,503,Džepičasto jezgro 144x184x18 (65.180.4.180.00.0.0000) 24x29,kom,1,,,,,,
666,CANNES 140X200 krevet + madrac,498,Filc 900 gr,kg,1.7325,,,,,,
666,CANNES 140X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.5138,,,,,,
666,CANNES 140X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.024,,,,,,
666,CANNES 140X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.021888,,,,,,
666,CANNES 140X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0196,,,,,,
666,CANNES 140X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0066,,,,,,
666,CANNES 140X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
666,CANNES 140X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
666,CANNES 140X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3553,,,,,,
666,CANNES 140X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3553,,,,,,
666,CANNES 140X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.27,,,,,,
666,CANNES 140X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.27,,,,,,
666,CANNES 140X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.09,,,,,,
666,CANNES 140X200 krevet + madrac,32,Klamerica 380/10 delta 10.000/1 M,milla,0.27,,,,,,
666,CANNES 140X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.315,,,,,,
666,CANNES 140X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.27,,,,,,
666,CANNES 140X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.09,,,,,,
666,CANNES 140X200 krevet + madrac,387,Leptir matica M8 PVC,kom,2,,,,,,
666,CANNES 140X200 krevet + madrac,37,Lesonit bijeli 3 mm B,m2,2.7531,,,,,,
666,CANNES 140X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,2.7462,,,,,,
666,CANNES 140X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,1.575,,,,,,
666,CANNES 140X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.2,,,,,,
666,CANNES 140X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.05,,,,,,
666,CANNES 140X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.5,,,,,,
666,CANNES 140X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
666,CANNES 140X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
666,CANNES 140X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.09,,,,,,
666,CANNES 140X200 krevet + madrac,756,M. Vijak din 965 6x20,kom,8,,,,,,
666,CANNES 140X200 krevet + madrac,424,Madrac platno  50021973 (280 gr) AT,m,3.3,,,,,,
666,CANNES 140X200 krevet + madrac,520,Madrac platno 280 gr 50022324,m,2.44,,,,,,
666,CANNES 140X200 krevet + madrac,384,Makaze za bazu,set,2,,,,,,
666,CANNES 140X200 krevet + madrac,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
666,CANNES 140X200 krevet + madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
666,CANNES 140X200 krevet + madrac,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,kom ,1,,,,,,
666,CANNES 140X200 krevet + madrac,51,Nogica 8030 BLACK 13 cm B,kom,8,,,,,,
666,CANNES 140X200 krevet + madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,21.6,,,,,,
666,CANNES 140X200 krevet + madrac,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
666,CANNES 140X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.386,,,,,,
666,CANNES 140X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1,,,,,,
666,CANNES 140X200 krevet + madrac,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,2.0311,,,,,,
666,CANNES 140X200 krevet + madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.93,,,,,,
666,CANNES 140X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.8,,,,,,
666,CANNES 140X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.8,,,,,,
666,CANNES 140X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
666,CANNES 140X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
666,CANNES 140X200 krevet + madrac,303,Spužva VA 4015 SP,kg,2.6325,,,,,,
666,CANNES 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,1.026,,,,,,
666,CANNES 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.704,,,,,,
666,CANNES 140X200 krevet + madrac,302,Spužva VH 2130 SP,kg,0.2296,,,,,,
666,CANNES 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,3.36,,,,,,
666,CANNES 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,2.3693,,,,,,
666,CANNES 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.882,,,,,,
666,CANNES 140X200 krevet + madrac,232,Spužva VH 2538 SP,kg,0.5829,,,,,,
666,CANNES 140X200 krevet + madrac,31,Streč folija 23my 5kg,rol,0.0371,,,,,,
666,CANNES 140X200 krevet + madrac,121,Štof Camel 102,m,2.88,,,,,,
666,CANNES 140X200 krevet + madrac,121,Štof Camel 102,m,2.52,,,,,,
666,CANNES 140X200 krevet + madrac,121,Štof Camel 102,m,2.25,,,,,,
666,CANNES 140X200 krevet + madrac,513,Termo vata (filc) 100 gr (210) A,kg,0.513,,,,,,
666,CANNES 140X200 krevet + madrac,55,Termo vata 200g/210 cm AK,kg,0.693,,,,,,
666,CANNES 140X200 krevet + madrac,102,Termo vata 300g/210 cm AK,kg,1.0395,,,,,,
666,CANNES 140X200 krevet + madrac,226,Torban vijak M6x100 cink T,kom,2,,,,,,
666,CANNES 140X200 krevet + madrac,83,Unit Matica M6x9 T,kom,16,,,,,,
666,CANNES 140X200 krevet + madrac,83,Unit Matica M6x9 T,kom,8,,,,,,
666,CANNES 140X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,4,,,,,,
666,CANNES 140X200 krevet + madrac,1131,Valoviti karton BIGOVANA TRAKA 250X3000,kom,2,,,,,,
666,CANNES 140X200 krevet + madrac,231,"Vijak DIN 933-8.8, M8x40 - cink T",kom,2,,,,,,
667,EARTH 120X200 krevet + madrac,54,Amortizer 750,kom,2,,,,,,
667,EARTH 120X200 krevet + madrac,64,Čičak 20mm 25m Bijeli/Crni Tvrdi/Mehki P,m,0.81,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.012,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.01,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0056,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0038,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.003,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0029,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.002,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0015,,,,,,
667,EARTH 120X200 krevet + madrac,809,"Daska 24mm - 3m, suha#",m3,0.0002,,,,,,
667,EARTH 120X200 krevet + madrac,504,Džepičasto jezgro 164x184x15(65.150.4.180.00.0.0000) 27x29,kom,1,,,,,,
667,EARTH 120X200 krevet + madrac,498,Filc 900 gr,kg,1.5225,,,,,,
667,EARTH 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.4438,,,,,,
667,EARTH 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.021888,,,,,,
667,EARTH 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.0208,,,,,,
667,EARTH 120X200 krevet + madrac,897,IVERICA 16MM 2800-2070 I KLASA,m2,0.005825,,,,,,
667,EARTH 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
667,EARTH 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,1.0773,,,,,,
667,EARTH 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3146,,,,,,
667,EARTH 120X200 krevet + madrac,858,IVERICA BIJELA 110 SM 2800X2070X16 MM,m2,0.3146,,,,,,
667,EARTH 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.24,,,,,,
667,EARTH 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.24,,,,,,
667,EARTH 120X200 krevet + madrac,34,KLAMERICA 14/35 PAK 10000/1,milla,0.081,,,,,,
667,EARTH 120X200 krevet + madrac,32,Klamerica 380/10 delta 10.000/1 M,milla,0.24,,,,,,
667,EARTH 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.81,,,,,,
667,EARTH 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.28,,,,,,
667,EARTH 120X200 krevet + madrac,33,Klamerica staples 380/14 B,milla,0.24,,,,,,
667,EARTH 120X200 krevet + madrac,387,Leptir matica M8 PVC,kom,2,,,,,,
667,EARTH 120X200 krevet + madrac,37,Lesonit bijeli 3 mm B,m2,2.324,,,,,,
667,EARTH 120X200 krevet + madrac,41,"Lesonit sirovi 2,8x2,07 B",m2,2.1384,,,,,,
667,EARTH 120X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.2,,,,,,
667,EARTH 120X200 krevet + madrac,86,Ljepilo za drvo Vinavil 2252 50/1 K,kg,0.05,,,,,,
667,EARTH 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.45,,,,,,
667,EARTH 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
667,EARTH 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.1,,,,,,
667,EARTH 120X200 krevet + madrac,398,Ljepilo za spužvu,kg,0.08,,,,,,
667,EARTH 120X200 krevet + madrac,756,M. Vijak din 965 6x20,kom,8,,,,,,
667,EARTH 120X200 krevet + madrac,424,Madrac platno  50021973 (280 gr) AT,m,2.9,,,,,,
667,EARTH 120X200 krevet + madrac,520,Madrac platno 280 gr 50022324,m,2.29,,,,,,
667,EARTH 120X200 krevet + madrac,384,Makaze za bazu,set,1,,,,,,
667,EARTH 120X200 krevet + madrac,873,Najlon za pakovanje baze 80x16+16x245 100 mic,kom ,2,,,,,,
667,EARTH 120X200 krevet + madrac,867,Najlon za pakovanje madraca 160x15+15x240 100mic,kom ,1,,,,,,
667,EARTH 120X200 krevet + madrac,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,kom ,1,,,,,,
667,EARTH 120X200 krevet + madrac,51,Nogica 8030 BLACK 13 cm B,kom,6,,,,,,
667,EARTH 120X200 krevet + madrac,787,Paspul traka - Opšivna traka 45mm Bijela,m,20.3,,,,,,
667,EARTH 120X200 krevet + madrac,394,Podloška 1/4 6M 1mm,kg,2,,,,,,
667,EARTH 120X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,1.218,,,,,,
667,EARTH 120X200 krevet + madrac,95,PU Oblikovani 20 T piling - 210 O,kg,0.9,,,,,,
667,EARTH 120X200 krevet + madrac,65,"Reteks 120 gr, 200 cm Art, Stichpond, crni T",m2,1.828,,,,,,
667,EARTH 120X200 krevet + madrac,88,"Reteks 14 gr, 210 cm bijeli T",m2,6.09,,,,,,
667,EARTH 120X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.62,,,,,,
667,EARTH 120X200 krevet + madrac,794,"Reteks 70/60gr, 160 cm crni", m2,1.62,,,,,,
667,EARTH 120X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.222,,,,,,
667,EARTH 120X200 krevet + madrac,569,Selotejp 48mmx66m - Super clear I,kom,0.1,,,,,,
