"Demo Company d.o.o.
76100 Brčko, Brod bb
JIB: 4600471110010   PDV: 600471110002
žiro-račun: 
",,,,,,
NazivSkladista,NazivKategorijeArtikla,RedniBroj,Sifra,NazivArtikla,JedinicaMjere,KOLICINA
Veleprodaja,,,,,,
,PROIZVODI,,,,,
,,1,579,ATLAS 160X200 madrac,kom,0.00
,,2,561,ATLAS 180X200 krevet + madrac,kom,0.00
,,3,578,ATLAS 180X200 madrac,kom,0.00
,,4,588,ATOS 160X200 krevet + madrac+latice,kom,0.00
,,5,1253,BARCELONA 160X200 krevet + madrac UNIJETI CIJENU,kom,0.00
,,6,1188,BAREL 100X200 baza + uzglavlje /,kom,0.00
,,7,1189,BAREL 100X200 madrac /,kom,0.00
,,8,1137,BAREL 120X200 baza + uzglavlje /,kom,0.00
,,9,1138,BAREL 120X200 madrac /,kom,0.00
,,10,966,BAREL 140X200 baza + uzglavlje /,kom,0.00
,,11,967,BAREL 140x200 madrac /,kom,0.00
,,12,1155,BAREL 160X200 baza,kom,0.00
,,13,641,BAREL 160X200 baza + uzglavlje /,kom,0.00
,,14,642,BAREL 160X200 madrac /,kom,0.00
,,15,1184,BAREL 160X200 uzglavlje,kom,0.00
,,16,1111,BAREL 180X200 BAZA + UZGLAVLJE,kom,0.00
,,17,643,BAREL 180X200 baza + uzglavlje /,kom,0.00
,,18,1112,BAREL 180X200 MADRAC,kom,0.00
,,19,644,BAREL 180X200 madrac /,kom,0.00
,,20,852,BAREL 90X200 baza + uzglavlje /,kom,0.00
,,21,853,BAREL 90X200 madrac /,kom,0.00
,,22,746,BAZA 90X190,kom,0.00
,,23,1183,BINGO 160X200 krevet,kom,0.00
,,24,591,BINGO 160X200 krevet + toper,kom,0.00
,,25,1242,BINGO 160X200 madrac-unijeti cijenu,kom,0.00
,,26,661,BOND 120X200 krevet + madrac,kom,0.00
,,27,662,BOND 140X200 krevet + madrac,kom,0.00
,,28,227,BOND 160X200 krevet + madrac,kom,0.00
,,29,653,ADORA 120X200 krevet + madrac,kom,0.00
,,30,694,ADORA 140X200 krevet + madrac,kom,0.00
,,31,1026,ADORA 160X200 D SANDUK,kom,0.00
,,32,429,ADORA 160X200 krevet + madrac,kom,0.00
,,33,173,ADORA 160X200 madrac,kom,0.00
,,34,165,ADORA 180X200 krevet + madrac,kom,0.00
,,35,170,ADORA 180X200 madrac,kom,0.00
,,36,654,AGRO 120X200 krevet + madrac,kom,0.00
,,37,655,AGRO 140X200 krevet + madrac,kom,0.00
,,38,263,AGRO 160X200 krevet + madrac,kom,0.00
,,39,313,AGRO 160X200 madrac,kom,0.00
,,40,124,AGRO 180X200 krevet + madrac,kom,0.00
,,41,1246,AGRO 90X200 krevet + madrac UNIJETI CIJENU,kom,0.00
,,42,1224,ALFA 120X200 baza,kom,0.00
,,43,656,ALFA 120X200 krevet + madrac,kom,0.00
,,44,1225,ALFA 120X200 madrac,kom,0.00
