sifra proizvoda,naziv proizvoda,opis,dimenzije,tip,grupa artikla,jedinica mjere,neaktivan,valuta,dio,dimenzije dijela,napomene dijela,naziv koraka,odjel,procijenjeno vrijeme,instrukcije,sifra sirovine,naziv sirovine,količina,komada,Duzina,Sirina,Visina,kantiranje,cijena bez PDV,procenat PDV
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,416,METALNI PROFILI 20X30X1,1.66,2,83,20,30,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,416,METALNI PROFILI 20X30X1,4.545,1,454.5,20,30,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,873,Najlon za pakovanje baze 90x16+16x245 100 mic,1,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,UZGLAVLJE,,,Stolari,STROLARI,,,867,Najlon za pakovanje madraca 180x15+15x240 100mic,1,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Madrac,,,Stolari,STROLARI,,,875,Najlon za pakovanje uzglavlja 170x8+8x150 100 mic,1,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Madrac,,,Stolari,STROLARI,,,13,Paspul traka bež/crna 45 mm,8,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,302,PU Oblikovani 20 T piling - 150 O,0.15,,30,5.8,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,302,PU Oblikovani 20 T piling - 150 O,0.15,,30,5.8,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,302,PU Oblikovani 20 T piling - 150 O,0.15,,30,5.8,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,822,PVC držač za ivericu,6,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,822,PVC držač za ivericu,8,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,541,PVC nogica 12 cm STAR crna,2,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,532,PVC nogica sa navojem 12 cm crna KRUŠKA,2,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,821,PVC prsten za kapak 3cm,4,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,823,PVC ručka za bazu crna,2,,,,,,,17
413,PALERMO 90X200 krevet + madrac,,90X200,Gotov proizvod,Metalni,kom,FALSE,BAM,Korpus(baza),,,Stolari,STROLARI,,,535,PVC stoper (okrugli) za bazu,8,,,,,,,17
